key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
Zechariah,زكريا,Zechariah,"reign only recorded 6 months, probably only established 792 BCE",A6-B,False, , , , , , , , 
Schallum,شالوم,Schallum,only one month,A6-B,False, , , , , , , , 
Menahem,مناحيم,Menahem, ,A6-B,False, , , , , , , , 
Pekahiah,فقحيا,Pekahiah, ,A6-B,False, , , , , , , , 
Pekah,بيكاه,Pekah, ,A6-B,False, , , , , , , , 
Hoshea,هوشع,Hoshea,9 years from c. 748,A6-B,False, , , , , , , , 
Hosea,هوشع,Hosea, ,A6-B,False, , , , , , , , 
Isaiah,إشعياء,Isaiah, ,A6-B,False, , , , , , , , 
Micah,ميخا,Micah, ,A6-B,False, , , , , , , , 
Zephaniah,صفنيا,Zephaniah, ,A6-B,False, , , , , , , , 
Nahum,ناحوم,Nahum, ,A6-B,False, , , , , , , , 
Jeremiah,إرميا,Jeremiah, ,A6-B,False, , , , , , , , 
Habakuk,حبقوق,Habakuk, ,A6-B,False, , , , , , , , 
Daniel,دانيال,Daniel, ,A6-B,False, , , , , , , , 
Ezekiel,حزقيال,Ezekiel, ,A6-B,False, , , , , , , , 
Obadiah,عوبديا,Obadiah, ,A6-B,False, , , , , , , , 
Babylon,دانيال ٢: ٣٢، ٣٦-٣٨؛ 7:4,"Daniel 2:32, 36-38; 7:4", ,B9,False, , , , , , , , 
Medopersia,دانيال ٢: ٣٢، ٣٩؛ 7:5,"Daniel 2:32, 39; 7:5", ,B9,False, , , , , , , , 
Greece,دانيال ٢: ٣٢، ٣٩؛ 7:6,"Daniel 2:32, 39; 7:6", ,B9,False, , , , , , , , 
Rome,دانيال ٢: ٣٣، ٤٠؛ 7:7,"Daniel 2:33, 40; 7:7", ,B9,False, , , , , , , , 
Angloamerica,دانيال 2: 33، 41-43,"Daniel 2:33, 41-43", ,B9,False, , , , , , , , 
Babylon_c,بابل,Babylon, ,B9,False, , , , , , , , 
Medopersia_c,مادي وفارس,Medo-Persia, ,B9,False, , , , , , , , 
Greece_c,اليونان,Greece, ,B9,False, , , , , , , , 
Rome_c,روما,Rome, ,B9,False, , , , , , , , 
Angloamerica_c,الأنجلو أمريكا,Anglo-America, ,B9,False, , , , , , , , 
daniel2_1,الملك نبوخذنصر,King Nebuchadnezzar,607 BCE,B9,False, , , , , , , , 
daniel2_2,يدمر القدس,destroys Jerusalem,appendix B9,B9,False, , , , , , , , 
daniel2_3,ينتصر على بابل,Conquers Babylon,539 BCE,B9,False, , , , , , , , 
daniel2_4,سايروس يأمر بالعودة,Cyrus decrees return,537 BCE,B9,False, , , , , , , , 
daniel2_5,اليهود إلى القدس,of Jews to Jerusalem, ,B9,False, , , , , , , , 
daniel2_6,الإسكندر الأكبر,Alexander the Great,331 BCE,B9,False, , , , , , , , 
daniel2_7,ينتصر على بلاد فارس,conquers Persia, ,B9,False, , , , , , , , 
daniel2_8,يحكم إسرائيل,Rules over Israel,63 BCE,B9,False, , , , , , , , 
daniel2_9,يدمر القدس,Destroys Jerusalem,70 CE,B9,False, , , , , , , , 
daniel2_10,خلال الحرب العالمية الأولى،,"During World War I,",1914-1918 CE,B9,False, , , , , , , , 
daniel2_11,القوة العالمية الأنجلو أمريكية,Anglo-American World Power, ,B9,False, , , , , , , , 
daniel2_12,يأتي إلى حيز الوجود,comes into being,End 4.2,B9,False, , , , , , , , 
607BCE,607 ق.م.,607 B.C.E.,accommodate for language,B9,False, , , , , , , , 
539BCE,539 ق.م.,539 B.C.E.,systems in style:,B9,False, , , , , , , , 
537BCE,537 ق.م.,537 B.C.E.,>>year 537 before time<<,B9,False, , , , , , , , 
331BCE,331 ق.م.,331 B.C.E.,so they need a word,B9,False, , , , , , , , 
63BCE,63 ق.م.,63 B.C.E.,prior to the year,B9,False, , , , , , , , 
70CE,70 م,70 C.E.,and something,B9,False, , , , , , , , 
1914CE,1914-1918 م,1914-1918 C.E.,after the year,B9,False, , , , , , , , 
7times,رؤيا 12: 9,Revelation 12:9, ,scripture,False, , , , , , , , 
infliction2,أعمال 7: 6,Acts 7:6, ,scripture,False, , , , , , , , 
eastern-zhou,770-256 قبل الميلاد,770-256 BC, ,span_bc,False, , , , , , , , 
430years,1943 – 1513 ق.م.,1943 – 1513 B.C.E., ,span_bce,False, , , , , , , , 
eastern-han,25-220 م,25-220 CE, ,span_ce,False, , , , , , , , 
northern-dynasties,368-581 م,368-581 CE, ,span_ce,False, , , , , , , , 
southern-dynasties,420-589 م,420-589 CE, ,span_ce,False, , , , , , , , 
khmer_empire,804 – 1431,804 – 1431, ,timespan,True, , , , , , , , 
byzantine_empire,330 – 1453,330 – 1453, ,timespan,True, , , , , , , , 
ottoman_empire,1299 – 1922,1299 – 1922, ,timespan,True, , , , , , , , 
holy_roman_empire,800 – 924,800 – 924, ,timespan,True, , , , , , , , 
holy_roman_empire2,962 – 1806,962 – 1806,fixed 2024-12-31,timespan,True, , , , , , , , 
inca_empire,1438 – 1533,1438 – 1533, ,timespan,True, , , , , , , , 
gupta_empire,319 – 550,319 – 550, ,timespan,True, , , , , , , , 
Umayyad,661 – 750,661 – 750, ,timespan,True, , , , , , , , 
Abbasid,750 – 1258,750 – 1258, ,timespan,True, , , , , , , , 
Mamluk,1250 – 1517,1250 – 1517, ,timespan,True, , , , , , , , 
seljuk_empire,1037 – 1194,1037 – 1194,"Seljuk Empire 1037-1194, part of Seljuk dynasty 1037-1308",timespan,True, , , , , , , , 
lombard,568 – 774,568 – 774,Kingdom of the Lombards 568-774,timespan,True, , , , , , , , 
qing-dynasty,1636-1912,1636-1912, ,timespan,True, , , , , , , , 
ming-dynasty,1368-1644,1368-1644, ,timespan,True, , , , , , , , 
yuan-dynasty,1271-1368,1271-1368, ,timespan,True, , , , , , , , 
southern-song,1127-1279,1127-1279, ,timespan,True, , , , , , , , 
northern-song,960-1127,960-1127, ,timespan,True, , , , , , , , 
western-xia,1038-1227,1038-1227, ,timespan,True, , , , , , , , 
maya_classic,250–950,250–950, ,timespan,True, , , , , , , , 
maya_postclassic,950-1539,950-1539, ,timespan,True, , , , , , , , 
tran_dynasty,1225–1400,1225–1400, ,timespan,True, , , , , , , , 
le_dynasty,1428–1527,1428–1527,triều Lê sơ or Vietnamese: nhà Lê sơ,timespan,True, , , , , , , , 
revival_le_dynasty,1533-1789,1533-1789, ,timespan,True, , , , , , , , 
nguyen_dynasty,1802 – 1883,1802 – 1883, ,timespan,True, , , , , , , , 
edo,1603 – 1868,1603 – 1868, ,timespan,True, , , , , , , , 
meiji,1868 – 1912,1868 – 1912, ,timespan,True, , , , , , , , 
Julius,يوليوس,Julius, ,wiki,False, , , , , , , , 
Caligula,كاليجولا,Caligula, ,wiki,False, , , , , , , , 
Nero,نيرو,Nero, ,wiki,False, , , , , , , , 
Galba-Otho-Vitellius,غالبا وأوتو وفيتليوس (عام الأباطرة الأربعة),"Galba, Otho and Vitellius (Year of the Four Emperors)", ,wiki,False, , , , , , , , 
Vespasian,فيسباسيان,Vespasian, ,wiki,False, , , , , , , , 
covid19,كوفيد-19,Covid-19, ,wiki,False, , , , , , , , 
nicaea1,مجمع نيقية الأول,First Council of Nicaea, ,wiki,False, , , , , , , , 
oxyrhynchus,بردية أوكسيرينخوس,Oxyrhynchus Papyri, ,wiki,False, , , , , , , , 
p52,البردي ص52,Papyrus P52, ,wiki,False, , , , , , , , 
qing-dynasty_c,سلالة تشينغ,Qing dynasty,1636-1912,wiki,False, , , , , , , , 
ming-dynasty_c,سلالة مينغ في الصين الإمبراطورية,Ming dynasty in imperial China,1368-1644,wiki,False, , , , , , , , 
yuan-dynasty_c,يوان,Yuan,1271-1368,wiki,False, , , , , , , , 
southern-song_c,الأغنية الجنوبية,Southern Song,1127-1279,wiki,False, , , , , , , , 
northern-song_c,الأغنية الشمالية,Northern Song,960-1127,wiki,False, , , , , , , , 
western-xia_c,شيا الغربية,Western Xia,1038-1227,wiki,False, , , , , , , , 
Copernicus,نيكولاس كوبرنيكوس,Nicolaus Copernicus, ,wiki,False, , , , , , , , 
Galileo,جاليليو جاليلي,Galileo Galilei,Galileo di Vincenzo Bonaiuti de' Galilei,wiki,False, , , , , , , , 
Newton,إسحاق نيوتن,Isaac Newton, ,wiki,False, , , , , , , , 
shang-dynasty_c,سلالة شانغ,Shang dynasty,c. 1600-1046 BC,wiki,False, , , , , , , , 
western-zhou_c,تشو الغربية,Western Zhou,c. 1046-771 BC,wiki,False, , , , , , , , 
eastern-zhou_c,تشو الشرقية,Eastern Zhou,770-256 BC,wiki,False, , , , , , , , 
western-han_c,هان الغربية,Western Han,207 BC – 9 CE,wiki,False, , , , , , , , 
eastern-han_c,هان الشرقية,Eastern Han,25-220 CE,wiki,False, , , , , , , , 
three-kingdoms_c,الصين,China,Three kingdoms 220-280 CE,wiki,False, , , , , , , , 
sixteen-kingdoms_c,الصين,China,Sixteen kingdoms 304-439 CE,wiki,False, , , , , , , , 
northern-dynasties_c,السلالات الشمالية,Northern dynasties,368-581 CE,wiki,False, , , , , , , , 
southern-dynasties_c,السلالات الجنوبية,Southern dynasties,420-589 CE,wiki,False, , , , , , , , 
tang-dynasty2_c,أسرة تانغ,Tang dynasty,"618-690, 705-907",wiki,False, , , , , , , , 
byzantine_empire_c,الإمبراطورية البيزنطية,Byzantine Empire, ,wiki,False, , , , , , , , 
ottoman_empire_c,الإمبراطورية العثمانية,Ottoman Empire, ,wiki,False, , , , , , , , 
Genghis,جنكيز خان,Genghis Khan, ,wiki,False, , , , , , , , 
inca_empire_c,إنكا الإمبراطورية,Inca empire, ,wiki,False, , , , , , , , 
gupta_empire_c,إمبراطورية غوبتا,Gupta Empire, ,wiki,False, , , , , , , , 
Teotihuacan_c,تيوتيهواكان,Teotihuacan, ,wiki,False, , , , , , , , 
Abbasid_c,الخلافة العباسية,Abbasid Caliphate, ,wiki,False, , , , , , , , 
Mamluk_c,سلطنة المماليك,Mamluk Sultanate, ,wiki,False, , , , , , , , 
Al-Ghazali,الغزالي,Al-Ghazali,2024-06-25,wiki,False, , , , , , , , 
wulfila,الكتاب المقدس وولفيلا,Wulfila Bible,2025-09-20,wiki,False, , , , , , , , 
tran_dynasty_c,سلالة تران,Trần dynasty, ,wiki,False, , , , , , , , 
le_dynasty_c,سلالة لي,Lê dynasty, ,wiki,False, , , , , , , , 
revival_le_dynasty_c,أمراء ترانه وأباطرة نجوين,Trịnh lords and Nguyễn lords,"Nhà Lê trung hưng, Revival Lê dynasty",wiki,False, , , , , , , , 
seljuk_empire_c,الإمبراطورية السلجوقية,Seljuk empire, ,wiki,False, , , , , , , , 
vandals_c,المخربون,Vandals, ,wiki,False, , , , , , , , 
lombard_c,المملكة اللومباردية,Lombard Kingdom,2025-10-13,wiki,False, , , , , , , , 
people,الناس,people, ,deprecated,True, , , , , , , , 
judges,القضاة,judges, ,deprecated,False, , , , , , , , 
prophets,الأنبياء,prophets, ,deprecated,False, , , , , , , , 
kings,الملوك,kings, ,deprecated,False, , , , , , , , 
periods,فترات,periods, ,deprecated,False, , , , , , , , 
events,الأحداث,events, ,deprecated,False, , , , , , , , 
objects,الأشياء أو العناصر,objects or items, ,deprecated,False, , , , , , , , 
event_destruction_samaria2,740 قبل الميلاد بواسطة آشور,740 B.C.E. by Assyria,was shortened here for 2 lines,deprecated,False, , , , , , , , 
photodrama,"عُرضت ""دراما الخلق المصوَّرة"" لأول مرة في نيويورك في 11 يناير 1914","The “Photo-Drama of Creation” is first shown in New York on January 11, 1914", ,deprecated,False, , , , , , , , 
truth_book,صدر كتاب «الحق الذي يؤدي الى الحياة الابدية» سنة ١٩٦٨,The book “The Truth That Leads to Eternal Life” is released 1968, ,deprecated,False, , , , , , , , 
jw_broadcasting,بدء البث jw.broadcast في تشرين الاول (اكتوبر) ٢٠١٤,Start of JW Broadcasting® in October 2014, ,deprecated,False, , , , , , , , 
meeting_workbook,"شكل جديد لاجتماع منتصف الأسبوع مع ""مصنف الاجتماع"" بدءًا من يناير 2016",New format of midweek meeting with “Meeting Workbook” starting January 2016, ,deprecated,False, , , , , , , , 
terahfam,افراد عائلة تارح,Members of Terah’s family, ,deprecated,False, , , , , , , , 
metropolitan,بداية الشهادة الحضرية في عام 2011,Start of metropolitan witnessing in 2011, ,deprecated,False, , , , , , , , 
jw_org,بداية JW.ORG بالتعليمات في خدمة الملكوت في ديسمبر ٢٠١٢,Start of JW.ORG with instructions in Kingdom Ministry December 2012, ,deprecated,False, , , , , , , , 
Babylon2, , ,no text left and right – empty!,deprecated,False, , , , , , , , 
daniel2_shift,0,0,Start 4.2,deprecated,False, , , , , , , , 
Gatam,جاتام,Gatam, ,deprecated,False, , , , , , , , 
Adbeel,أدببيل,Adbeel, ,deprecated,False, , , , , , , , 
Mibsam,مبسام,Mibsam, ,deprecated,False, , , , , , , , 
Dumah,دوما,Dumah, ,deprecated,False, , , , , , , , 
Massa,ماسا,Massa, ,deprecated,False, , , , , , , , 
tang-dynasty1, , , ,deprecated,False, , , , , , , , 
xia-dynasty,أسرة شيا في الصين ج. 2070 – ج. 1600 قبل الميلاد,Xia dynasty in China c. 2070 – c. 1600 BC, ,deprecated,False, , , , , , , , 
Midianites,1) المديانيون: عدد 31: 2، 3,"1) Midianites: Numbers 31:2, 3", ,deprecated,False, , , , , , , , 
Moabites,2) الموآبيون: تثنية 23: 3، 4,"2) Moabites: Deuteronomy 23:3, 4", ,deprecated,False, , , , , , , , 
Ammonites,3) بني عمون: يشوع 12: 2,3) Ammonites: Joshua 12:2, ,deprecated,False, , , , , , , , 
Edomites,4) الأدوميون: عدد 20: 14-17,4) Edomites: Numbers 20:14-17, ,deprecated,False, , , , , , , , 
Temanites,5) التيمانيون: أيوب 42: 7,5) Temanites: Job 42:7, ,deprecated,False, , , , , , , , 
Amalekites,6) العماليق: 1 صموئيل 15: 2,6) Amalekites: 1 Samuel 15:2,2024-09-29,deprecated,False, , , , , , , , 
king_south_light, , ,2025-02-05,deprecated,False, , , , , , , , 
king_north_light, , ,2025-02-05,deprecated,False, , , , , , , , 
daniel2_iron, , ,2025-02-05,deprecated,False, , , , , , , , 
timeline_created,تم إنشاء هذا الجدول الزمني في عام 2023، العام الأكثر سخونة في تاريخ البشرية وآخر 125000 سنة,"This timeline is created in 2023, the hottest year in human history and the last 125,000 years", ,deprecated,False, , , , , , , , 
